LP,u1224927730,-P10102630202270363
LP,u207996,-P976084691292
LP,u207996,-P976084691292
LP,u503524200,-P10161591696970578
LP,u503524200,-P10161591696970578
CP,u623152,##unhandily,"'girl surprises deaf parents by signing holiday concert. amazing gift.\n\nYOUTUBE.COM\nSpot a KODA i""",13
LP,u207996,LP2
LP,u207996,LP2
LP,u207996,-P353718069450252'
LP,u207996,-P353718069450252'
LP,u1,-P353718069450252'
LP,u1,-P353718069450252'
LP,u15749,-P10151452979297189
LP,u15749,-P10151452979297189
CP,u1122730940,#everything,"'THANK YOU\n😂😂😂😂😂😂""",-1
DP,u1122730940,-P10100150418821319
DP,u1122730940,-P10100150418821319
LP,u1,-P399132191461
LP,u1,-P399132191461
CP,u48100295,#underpriced,"'Dear Uber and Lyft please provide a ‘no Prius C’ filter for riders especially if the airport is a d""",5
CP,u207996,#wambly,"'""",-1
DP,u207996,-P10107650351321796
DP,u207996,-P10107650351321796
LP,u3,-P10226248816146555
LP,u3,-P10226248816146555
CP,u500961541,#decur,"'I had never heard of this fascinating person! What a story!\n\nNYTIMES.COM\nAlan Abel Hoaxer Extrao""",64
LP,u10210869,-P10112225853842691
LP,u10210869,-P10112225853842691
LP,u753898251,-P10155386543218252
LP,u753898251,-P10155386543218252
CP,u207996,##judaizers,"'Luetta Todd Brutsche 新增了 10 張相片。\n2009年12月31日 15:12 ·\n更多選項""",32
LP,u504586349,-P10156349207266542
LP,u504586349,-P10156349207266542
CP,u500961541,#recorded,"""The lack of action by 49 GOP Senators on a badly needed new stimulus bill threatens the lives of mi""",100
CP,u214707,#touristed,"'Well this is some pretty extraordinary news for Nikil Joe and #OmarTheIntern. Huge congrats to them""",-1
LP,u207996,-P10112225853842691
LP,u207996,-P10112225853842691
LP,u100044361850784,-P10151676650226350
LP,u100044361850784,-P10151676650226350
CP,u9418141,#wood-star,"'""",-1
CP,u500010222,#turkey-pen,"""Google likes roads and transit stations Apple likes cities and landmarks. It's amazing how similar """,95
CP,u500011461,#rheumatology,"'""",21
CP,u100009406992193,#unriddling,"'""",36
CP,u753898251,#tauld,"'""",30
CP,u100009406992193,#steelmakers,"'""",-1
CP,u100044361850784,#oxhead,"'""When the only way for you to get an education is for you to be bussed out of your hood the moment """,11
CP,u1471726074,#futton,"'Day 6: I\'ve been nominated for the 10 day ""Being A Mom"" challenge. Every day I select an image fro""",71
CP,u1224927730,##judaizers,"'""",75
CP,u39501269,##brownest,"""My heart can't take another overtime this year! Who Dey!""",45
LP,u504586349,-P10150178737945259
LP,u504586349,-P10150178737945259
DP,u665475577,-P976084691292
DP,u665475577,-P976084691292
LP,u504586349,-P10100160203632432
LP,u504586349,-P10100160203632432
CP,u214707,#jack-pin,"'Ten-layer lasagna ftw. Excellent restaurant on the Geyserville strip and worth the drive.""",32
LP,u504586349,LP2
LP,u504586349,LP2
CP,u4,@@pesture,"""Schrep congrats on an epic run as CTO and I'm glad to keep working with you as our first Senior Fel""",-1
CP,u515114728,#unromantically,"""Selfie 👑👑's""",85
LP,u207996,-P10150178737945259
LP,u207996,-P10150178737945259
CP,u682831429,#frog-eater,"'Happy Birthday to Ruby and Ford!""",-1
LP,u1,-P10214392191174935
LP,u1,-P10214392191174935
CP,u10210869,#microtomes,"'Living the good life with Glamma! 🚣\u200d♀️""",86
CP,u696093150,#fifteenth,"'""",97
CP,u751543357,#girlhood,"'If yourself or you may know someone that is interested in the following role at REA Group (realesta""",62
CP,u207996,#,"'""",6
CP,u207996,#antimigraine,"'ABOUT.FACEBOOK.COM\nCompany Info & News | About Facebook""",39
LP,u207996,-P10151372676583358'
LP,u207996,-P10151372676583358'
CP,u207996,#streaked,"'Adrian Ponce 新增了 3 張相片。\n2016年5月18日 17:28 ·\n更多選項""",-1
CP,u1070342128,#whirring,"'""",21
LP,u500961541,-P10105705749928203
LP,u500961541,-P10105705749928203
LP,u500011461,-P933841656705753
LP,u500011461,-P933841656705753
LP,u503524200,-P976084691292
LP,u503524200,-P976084691292
CP,u207996,##Judea,"'""",-1
CP,u207996,#girlhood #boxwood,"""Excited to announce that we’ve opened the Parker Institute for Cancer Immunotherapy at University o""",51
LP,u207996,-P10150178737945259
LP,u207996,-P10150178737945259
LP,u504586349,-P10156349207266542
LP,u504586349,-P10156349207266542
CP,u100009406992193,#,"'celebrando el día del santito con la familia ♡""",-1
CP,u207996,#noncivil,"'Yay! New iOS app is here!\n\nBox Refreshes Its iOS Apps Gives Users Who Download The New Code 50GB """,42
LP,u3,-P10151676650226350
LP,u3,-P10151676650226350
LP,u736695146,-P10165044818260147
LP,u736695146,-P10165044818260147
LP,u629100018,-P353718069450252'
LP,u629100018,-P353718069450252'
LP,u1,-P10150178737945259
LP,u1,-P10150178737945259
LP,u100044361850784,LP5
LP,u100044361850784,LP5
CP,u207996,#cutthroats,"'""",25
CP,u48100295,#callops,"'“LDT” Roberto e Monique! Parabens pelo sues casamento!""",-1
LP,u640872188,-P10105055128234292'
LP,u640872188,-P10105055128234292'
CP,u665475577,#velitation,"'""",97
CP,u751543357,#truths#,"'Who do you recommend for NBN looking for reliable service with high speeds for upload and download """,-1
LP,u500011461,-P10102861785360993
LP,u500011461,-P10102861785360993
LP,u500961541,LP5
LP,u500961541,LP5
LP,u1122730940,-P10164612321020578'
LP,u1122730940,-P10164612321020578'
LP,u207996,-P10107710795361456
LP,u207996,-P10107710795361456
CP,u503524200,#embold,"'When I was a kid I wanted to be an advertising copywriter like Angela on ""Who\'s the Boss?"" when I """,-1
CP,u207996,#truths,"'""",-1
CP,u1070342128,#batiked,"'""",-1
LP,u665475577,-P10151372676583358'
LP,u665475577,-P10151372676583358'
LP,u100002397837398,-P10112225853842691
LP,u100002397837398,-P10112225853842691
LP,u3,-P10102700199919513'
LP,u3,-P10102700199919513'
LP,u207996,-P353718069450252'
LP,u207996,-P353718069450252'
CP,u629100018,#loofa,"'Reset the “Days Since Fresh Hell:” meter back to zero and am making some coffee. That #2020 life 🙄😑""",-1
LP,u207996,-P399132191461
LP,u207996,-P399132191461
CP,u207996,#noninflamed#,"'""",97
LP,u4,-P10100150418821319
LP,u4,-P10100150418821319
LP,u1,-P10151372676583358'
LP,u1,-P10151372676583358'
LP,u4,-P10161591696970578
LP,u4,-P10161591696970578
LP,u1,-P10102861785360993
LP,u1,-P10102861785360993
LP,u214707,-P10156349207266542
LP,u214707,-P10156349207266542
CP,u214707,#lilie,"'tonight’s out-of-character high-risk outfit needs to be commemorated""",76
LP,u4,-P526295642153
LP,u4,-P526295642153
CP,u207996,#half-hour,"'""",-1
LP,u1122730940,-P10165044818260147
LP,u1122730940,-P10165044818260147
LP,u15749,-P154565154573485
LP,u15749,-P154565154573485
CP,u629100018,#backwaters,"'We need to listen.\n\nSol Mamakwa MPP for Kiiwetinoong\n6月28日 08:24 ·\n\nThis is my message to Cana""",-1
CP,u6405122,# grunting,"'Love trumps hate""",56
LP,u207996,-P10112225853842691
LP,u207996,-P10112225853842691
DP,u1224927730,-P526295642153
DP,u1224927730,-P526295642153
CP,u100002397837398,#whirring,"'""",-1
CP,u220113,#wind-galled,"'Hazel Shade 新增了 1 張相片。\n2008年1月4日 12:13 ·\n更多選項""",49
CP,u1001896,##Maurice,"'""",34
CP,u27921,#recorded,"'Excited about the Facebook integration into iOS and Mac OS X\n\nTECHCRUNCH.COM\nTechCrunch | Apple """,-1
DP,u736695146,-P10165098265415019
DP,u736695146,-P10165098265415019
CP,u100009406992193,subvent,"'april 29 2017""",-1
LP,u207996,LP5
LP,u207996,LP5
CP,u100009406992193,#minimansion,"'""",46
LP,u207996,-P10165044818260147
LP,u207996,-P10165044818260147
DP,u207996,-P10107710795361456
DP,u207996,-P10107710795361456
LP,u4,-P399132191461
LP,u4,-P399132191461
CP,u1226643972,##,"'So I just watched Princess Bride again. The movie never ceases to entertain me :)""",-1
LP,u1224927730,-P10102630202270363
LP,u1224927730,-P10102630202270363
CP,u207996,##Behrouz,"'""",95
CP,u2505690,#penthouse,"'""",-1
CP,u207996,#exposing,"'""",-1
CP,u105819,##circocele,"'""",-1
CP,u1471726074,#maltosazone #satirists,"'""",101
LP,u736695146,-P526295642153
LP,u736695146,-P526295642153
CP,u753898251,#ya'll#,"'""",33
LP,u37512888,-P10151676650226350
LP,u37512888,-P10151676650226350
CP,u207996,#devastatingly,"'""",7
LP,u10210869,-P10102861785360993
LP,u10210869,-P10102861785360993
CP,u500010222,@@jaiba,"'Tibor the great #puli""",40
LP,u207996,-P10100160203632432
LP,u207996,-P10100160203632432
LP,u500961541,-P10100160203632432
LP,u500961541,-P10100160203632432
LP,u503524200,-P10105705749928203
LP,u503524200,-P10105705749928203
CP,u27921,#paragneisses,"'""",-1
CP,u629100018,#inbreeds,"'This is well done—very straightforward and helpful! Please share folks need to understand this stuf""",56
LP,u15749,-P10161591696970578
LP,u15749,-P10161591696970578
DP,nil,-P10155730697509201
DP,nil,-P10155730697509201
LP,u105819,-P10214347210010434
LP,u105819,-P10214347210010434
LP,u207996,-P10158706684871462
LP,u207996,-P10158706684871462
LP,u207996,-P10113851570234011
LP,u207996,-P10113851570234011
CP,u1680643142,#grunting,"'""",-1
CP,u37512888,#Fallopian,"'This was 20 years ago!! Happy Birthday Faith Claggett!! I think we still look exactly the same 😂❤️😘""",89
CP,u100009002097285,#subvent,"'72% comigo\n\nJovens de Esquerda\n2020年5月30日 14:22 ·\n\n\u202a#Somos70porcento e tem 30% que ainda """,31
LP,u1122730940,-P10102700199919513'
LP,u1122730940,-P10102700199919513'
LP,u207996,LP2
LP,u207996,LP2
LP,u207996,-P10165098265415019
LP,u207996,-P10165098265415019
CP,u48100295,#liqueurs,"'What are you doing Facebook? Juicing those DAU numbers?""",55
LP,u753898251,-P10161591696970578
LP,u753898251,-P10161591696970578
LP,u207996,-P10102700199919513'
LP,u207996,-P10102700199919513'
LP,u207996,-P976084691292
LP,u207996,-P976084691292
DP,u207996,-P10104962655794802
DP,u207996,-P10104962655794802
LP,u629100018,-P10161591696970578
LP,u629100018,-P10161591696970578
CP,u500010222,#trafficators,"'""",80
LP,u500961541,-P10150178737945259
LP,u500961541,-P10150178737945259
CP,u3500614,#TestTeam,"'""",36
LP,u736695146,-P10165098265415019
LP,u736695146,-P10165098265415019
LP,u1122730940,-P933841656705753
LP,u1122730940,-P933841656705753
LP,u640872188,-P526295642153
LP,u640872188,-P526295642153
LP,u207996,-P10156356331896542'
LP,u207996,-P10156356331896542'
LP,u3,-P154565154573485
LP,u3,-P154565154573485
LP,u640872188,-P10214347210010434
LP,u640872188,-P10214347210010434
LP,u3,-P10151676650226350
LP,u3,-P10151676650226350
CP,u1002816,#replicable,"'""",-1
LP,u100044361850784,-P10105055128234292'
LP,u100044361850784,-P10105055128234292'
CP,u727637521,#grunting,"'View of the Annapurna Peaks in the beautiful starry night sky from Ghandruk Nepal.\n\nIn his hand a""",59
LP,u736695146,-P10112225853842691
LP,u736695146,-P10112225853842691
CP,u207996,#gyrophora,"'""",34
LP,u3,-P10164612321020578'
LP,u3,-P10164612321020578'
LP,u207996,-P933841656705753
LP,u207996,-P933841656705753
CP,u207996,#together,"'WWW.SURFER.COM\nSURFER Magazine - Surf News Fantasy Surfer Photos Video and Forecasting""",21
LP,u4800348,-P10101498051509571
LP,u4800348,-P10101498051509571
CP,u500010222,#putrescible,"'Cannot stop watching a beautiful lens into humanity\n\nASTRONAUT.IO\nAstronaut""",-1
DP,u640872188,-P10156349207266542
DP,u640872188,-P10156349207266542
DP,u1,-P10156356331896542'
DP,u1,-P10156356331896542'
CP,u1122730940,#slane,"'Still feeling the same.......I need a very long vacay from my so called life.....\n\nConstance Pryo""",7
CP,u515114728,#phalacrosis,"'So happy to be home. Dublin for the weekend ☘️""",32
LP,u207996,-P10104962655794802
LP,u207996,-P10104962655794802
CP,u100044361850784,#impeditive,"'Superintendent Austin Beutner - Archive\n6月24日 01:24 ·\n\nHelping students learn the language of op""",44
LP,u207996,-P10155730697509201
LP,u207996,-P10155730697509201
CP,u640872188,#ice-chair,"'""",-1
LP,u207996,-P10105705749928203
LP,u207996,-P10105705749928203
CP,u105819,#tzopilotl,"'""",18
DP,u214707,-P10165098265415019
DP,u214707,-P10165098265415019
DP,u207996,-P10105705749928203
DP,u207996,-P10105705749928203
LP,u15749,LP6
LP,u15749,LP6
LP,u503524200,-P10151452979297189
LP,u503524200,-P10151452979297189
LP,u100002397837398,-P10100160203632432
LP,u100002397837398,-P10100160203632432
LP,u207996,-P10165044818260147
LP,u207996,-P10165044818260147
LP,u100002397837398,-P10226248816146555
LP,u100002397837398,-P10226248816146555
CP,u207996,#polishing-stone,"'""",22
LP,u736695146,-P10102700199919513'
LP,u736695146,-P10102700199919513'
LP,u207996,-P10158706684871462
LP,u207996,-P10158706684871462
CP,u207996,##ratepaying,"'""",99
DP,u4,LP6
DP,u4,LP6
LP,u100044361850784,-P10156356331896542'
LP,u100044361850784,-P10156356331896542'
LP,u3,-P526295642153
LP,u3,-P526295642153
LP,u207996,-P10105705749928203
LP,u207996,-P10105705749928203
CP,u210081,#culpableness,"'This explanation of the Affordable Care Act is amazing. I have been following the news for months a""",39
CP,u214707,#hain't,"""Took a stab at Irvin Lin's white chocolate peppermint cookies (https://www.eatthelove.com/white-cho""",12
LP,u214707,-P353718069450252'
LP,u214707,-P353718069450252'
LP,u665475577,-P10150178737945259
LP,u665475577,-P10150178737945259
LP,u500961541,-P933841656705753
LP,u500961541,-P933841656705753
CP,u207996,##,"'""",32
CP,u207996,#half-hour #courted,"'""",11
CP,u504586349,#violeter,"'Student.com\n2016年6月3日 07:20 · 英國倫敦 ·\n\nThis one part of studying abroad could change your brain (""",96
CP,u1122730940,azimuthal,"""GM\nTO THE LITTLE BITCH AND HER MAMMY THAT HAD SO MUCH BULLSHIT TO SAY TO MY MOTHER. I'M COMING FOR""",-1
CP,u37512888,#voiceovers,"'The kids will be happy to sleep in after coming home from school at 6pm today! The awesome teachers""",96
LP,u1122730940,LP2
LP,u1122730940,LP2
CP,u207996,#sits,"'WWW.SURFER.COM\nSURFER Magazine - Surf News Fantasy Surfer Photos Video and Forecasting""",33
CP,u9418141,#spoiled,"'""",-1
CP,u1224927730,#Elmo,"'""",12
LP,u500961541,LP2
LP,u500961541,LP2
LP,u214707,-P526295642153
LP,u214707,-P526295642153
CP,u3500614,#dilational,"'""",87
LP,u37512888,-P10104962655794802
LP,u37512888,-P10104962655794802
CP,u696093150,#apostrophised,"'Thanks for giving on this day my beautiful friends - love ❤️ Babe""",7
LP,u214707,-P10164612321020578'
LP,u214707,-P10164612321020578'
LP,u207996,-P10165044818260147
LP,u207996,-P10165044818260147
CP,u500961541,# undrawn,"'Finally got around to watching ""Roma"" a film that starts out very slowly observing the quotidian de""",13
DP,u214707,-P976084691292
DP,u214707,-P976084691292
CP,u1224927730,#judaizers,"'""",23
CP,u4,nan,"'Meet the new Portal Go and Portal+""",-1
CP,u1122730940,#long-spurred,"'Goin back in my neutral corner for awhile. Time for me to rethink.....""",21
LP,u105819,-P526295642153
LP,u105819,-P526295642153
CP,u3501774,#spongioplasm,"""In honor of pi day I wrote about why pie charts aren't as bad as you think.\n\nINTERANA.COM\nIn Def""",-1
CP,u116053975121482,#goshdarnit,"'New video is live friends!\n\nYOUTUBE.COM\nPerfectionism is destroying your productivity.""",44
DP,u4800348,-P353718069450252'
DP,u4800348,-P353718069450252'
CP,u100009002097285,# foundationless,"'""",9
LP,u210081,-P10102700199919513'
LP,u210081,-P10102700199919513'
CP,u753898251,#userbox,"'""",64
LP,u207996,-P10113851570234011
LP,u207996,-P10113851570234011
LP,u210081,-P10156349207266542
LP,u210081,-P10156349207266542
LP,u1224927730,-P10156356331896542'
LP,u1224927730,-P10156356331896542'
LP,u100044361850784,-P10102630202270363
LP,u100044361850784,-P10102630202270363
CP,u207996,#trafficators #multidrive,"'I am honored to receive the Friends of Cancer Research Cancer Leadership Award alongside Parker Ins""",79
CP,u500010222,#gaugino,"'""",-1
LP,u500011461,-P10102861785360993
LP,u500011461,-P10102861785360993
LP,u207996,-P10113851570234011
LP,u207996,-P10113851570234011
CP,u514451010,#unriddling #solvates,"'his numbers were only off by 91% (11x)...\n\nBLOOMBERG.COM\nEric Holder Owes the American People an""",28
CP,u654336149,#paleoecologist,"'""",-1
CP,u213748,#adversion,"""Can't sleep too excited for f8""",-1
CP,u629100018,@@ell,"'So funny I needed this today. //ht Jacob Benjamin""",-1
CP,u1471726074,##,"'""",22
CP,u207996,#,"'""",81
LP,u503524200,-P399132191461
LP,u503524200,-P399132191461
LP,u665475577,-P10102630202270363
LP,u665475577,-P10102630202270363
CP,u504586349,#intrude,"'""",74
CP,u207996,#kebap,"'Cool product on Christie Street. I used to keep my headphones in a case but it was annoying to take""",-1
LP,u4,-P10151372676583358'
LP,u4,-P10151372676583358'
CP,u167751856750687,#uneath,"'""",33
CP,u207996,#explorer,"'""",-1
LP,u207996,-P10107650351321796
LP,u207996,-P10107650351321796
LP,u736695146,-P10112225853842691
LP,u736695146,-P10112225853842691
LP,u10210869,LP2
LP,u10210869,LP2
LP,u629100018,-P10151452979297189
LP,u629100018,-P10151452979297189
CP,u207996,#convergency,"'""",27
CP,u10081584315,#hyperlipidemic,"'Ahh the 90s. A time where *friends* and teen bands ruled the scene. As we look back on our Most Pop""",-1
LP,nil,-P10105705749928203
LP,nil,-P10105705749928203
CP,u640872188,#rosebushes #maxillofacial,"""Don't forget where you come from. Don't die holdin onto your words""",92
LP,u736695146,-P10104962655794802
LP,u736695146,-P10104962655794802
CP,u3500614,#cohort,"'""",81
LP,u665475577,-P10102630202270363
LP,u665475577,-P10102630202270363
CP,u207996,#gyrophora,"'""",25
LP,u4,-P10102700199919513'
LP,u4,-P10102700199919513'
CP,u3500614,#,"'Husband’s iPad has a glitch wherein icons in Safari are randomly replaced by emojis. Hence this hot""",39
LP,u15749,-P10107650351321796
LP,u15749,-P10107650351321796
CP,u39501269,#semiliquids,"'HARPERCOLLINS.COM\nFeminism for the hot-girl era.""",2
CP,u207996,#overallocated,"'""",71
CP,u1122730940,#lenitives,"'If U call yourself my buddy friend or family; hit like say hi and copy this to your status. Watch. """,16
LP,u1224927730,-P10105705749928203
LP,u1224927730,-P10105705749928203
CP,u207996,#squireling,"'""",98
CP,u207996,##,"'""",36
LP,u207996,-P10100150418821319
LP,u207996,-P10100150418821319
LP,u214707,-P933841656705753
LP,u214707,-P933841656705753
LP,u210081,-P10155386543218252
LP,u210081,-P10155386543218252
CP,u116200415,#liqueurs,"'Thank you for supporting my brow journey! I appreciate it <3\n\nMicroblading Feathered Eyebrows by """,57
LP,u100002397837398,-P10113851570234011
LP,u100002397837398,-P10113851570234011
CP,u214707,#nonpossession,"""Yesterday I was interviewed by three students of Project Mahatma which is a mentoring platform esta""",62
DP,u3,-P10105705749928203
DP,u3,-P10105705749928203
LP,u37512888,-P10113851570234011
LP,u37512888,-P10113851570234011
LP,u207996,-P10107650351321796
LP,u207996,-P10107650351321796
LP,u37512888,-P10101498051509571
LP,u37512888,-P10101498051509571
CP,u699566061,#arccos,"'""",35
CP,u514451010,#vestry,"'THEONION.COM\nThanks For Being So Cool About Everything""",77
CP,u214707,#overprocessing,"'October is Breast Cancer Awareness Month and Marco is selling Marcomania t-shirts between now and N""",53
LP,u753898251,-P933841656705753
LP,u753898251,-P933841656705753
LP,u207996,-P10100160203632432
LP,u207996,-P10100160203632432
LP,u3,-P399132191461
LP,u3,-P399132191461
LP,u665475577,-P10165044818260147
LP,u665475577,-P10165044818260147
CP,u39501269,##,"'I got to watch this Dave Chappelle special before they remove it!""",-1
CP,u500011461,#impeditive#,"'Golden hour over the California hillside.""",12
LP,u207996,-P10150178737945259
LP,u207996,-P10150178737945259
LP,u503524200,nil
LP,u503524200,nil
LP,u1,-P10155730697509201
LP,u1,-P10155730697509201
CP,u500961541,#yottameter #wood-star,"'""",18
CP,u214707,nan,"'Is anyone else still in bed surfing Facebook while wondering what scary new color the sky will be t""",-1
LP,u10210869,-P10156356331896542'
LP,u10210869,-P10156356331896542'
CP,u505162988,@@sits,"'Happy birthday!""",65
CP,u1933166,#goshdarnit#,"'resilience\nwhat makes you stronger?\n\nthese trees have been standing here for over a millennium\n""",-1
LP,u500961541,-P10107650351321796
LP,u500961541,-P10107650351321796
CP,u640872188,#unweariably,"'Softest eyelids in the game\nMatt Reilly""",-1
LP,u500961541,-P10105055128234292'
LP,u500961541,-P10105055128234292'
CP,u1311261,#indissolvable,"'""",60
CP,u514451010,#exposing,"'COMMUNITY.INFOBLOX.COM\nComing Soon: An IPv6-Only Facebook | Infoblox Community""",-1
CP,u100002397837398,#ultrapowerful,"'Mi casa en la noche""",96
LP,u210081,-P10214347210010434
LP,u210081,-P10214347210010434
CP,u736695146,#undrawn,"'I’m a poet and didn’t even know it!\n\nHolly VonDemfange 和 Liz VonDemfange 及 Craig VonDemfange 在一起\""",93
DP,u37512888,-P10155730697509201
DP,u37512888,-P10155730697509201
CP,u220113,#electorship,"'sdfjslkdfjslfjlskdjf""",-1
CP,u37512888,#smirting,"'Picture day. 📣""",30
LP,u207996,-P10109003676407203
LP,u207996,-P10109003676407203
CP,u504586349,dendrons,"""THEVERGE.COM\nNo Instagram can't sell your photos: what the new terms of service really mean""",16
CP,u696093150,#nanoclusters,"'""",-1
DP,u1122730940,-P10105705749928203
DP,u1122730940,-P10105705749928203
CP,u500020500,#parliamentary,"""85% of people are shopping online right now but we've also heard that a significant percentage of b""",-1
CP,u214707,#somatologic,"'Can anyone in San Francisco recommend a gardener who can lay down sod in a small backyard?""",34
CP,u27921,#dilational,"'http://venturebeat.com/2014/10/24/deezer-buys-stitcher-radio/\nCongrats to Noah Shanok and the Stit""",82
CP,u1001896,#cous,"'Viewer Discretion Advised\n\nThe Aftermath:\nhttp://www.facebook.com/photo.php?pid=34125497&id=1001""",18
LP,u207996,LP2
LP,u207996,LP2
LP,u207996,-P10155730697509201
LP,u207996,-P10155730697509201
LP,u503524200,-P10156349207266542
LP,u503524200,-P10156349207266542
LP,u503524200,-P10102861785360993
LP,u503524200,-P10102861785360993
LP,u207996,-P10155386543218252
LP,u207996,-P10155386543218252
CP,u207996,@@touristed,"'12 Of The Most Obscure Online Courses You Should Take Just For Fun !\n\n12 Ridiculous Online Course""",3
LP,u207996,-P10214347210010434
LP,u207996,-P10214347210010434
CP,u100009002097285,#anecdotae,"'""",14
CP,u214707,#metre,"""Want to join me in supporting a good cause? I'm raising money for the Shanti Project which was one """,-1
CP,u116053975121482,#unsphered #Behrouz,"""Ready to move out of your parents' basement? Learn our top tips for living independently in a colle""",83
LP,u15749,-P10102630202270363
LP,u15749,-P10102630202270363
LP,u753898251,-P10151372676583358'
LP,u753898251,-P10151372676583358'
CP,u220113,#bonks,"'Hazel Shade 新增了 1 張相片 — 與 Landon Book\n2008年6月23日 23:18 ·\n更多選項""",93
DP,u207996,-P10102630202270363
DP,u207996,-P10102630202270363
CP,u500025064,#yarders,"'snuggling up to dan (heart heart wink wink)!""",67
LP,u15749,-P976084691292
LP,u15749,-P976084691292
LP,u753898251,-P10113851570234011
LP,u753898251,-P10113851570234011
CP,u500010222,#agoraphobia,"'Crowding under some carpet samples with Amanda and Alex when the sky opened up yesterday""",4
LP,u4,nil
LP,u4,nil
CP,u675265258,#bishie,"'""",31
DP,u207996,-P10155386543218252
DP,u207996,-P10155386543218252
LP,u1122730940,-P10155386543218252
LP,u1122730940,-P10155386543218252
LP,u207996,-P353718069450252'
LP,u207996,-P353718069450252'
LP,u503524200,-P10113851570234011
LP,u503524200,-P10113851570234011
CP,u116200415,#knock-about,"'Why Kangen? It is approved in Japan as a MEDICAL device - it takes 12 years to get approved! #1 Wat""",-1
LP,u207996,-P10150178737945259
LP,u207996,-P10150178737945259
CP,u207996,#unmerciful,"'PARKERICI.ORG\nFrom leukemia to cancer-free: how CAR-T immunotherapy saved Emily Whitehead | Parker""",-1
LP,u100002397837398,-P10151372676583358'
LP,u100002397837398,-P10151372676583358'
LP,u207996,-P10102700199919513'
LP,u207996,-P10102700199919513'
CP,u116200415,#Proust,"'Soooo cute!\n\nYOUTUBE.COM\nSurvivor: Second Chances (Kids Edition)""",34
CP,u100009406992193,#transfigurative,"'""",99
LP,u1122730940,-P10156356331896542'
LP,u1122730940,-P10156356331896542'
LP,u500011461,-P10151452979297189
LP,u500011461,-P10151452979297189
LP,u500961541,-P10155730697509201
LP,u500961541,-P10155730697509201
LP,u207996,-P10155730697509201
LP,u207996,-P10155730697509201
LP,u100002397837398,LP6
LP,u100002397837398,LP6
LP,u207996,-P10105055128234292'
LP,u207996,-P10105055128234292'
DP,u207996,-P933841656705753
DP,u207996,-P933841656705753
CP,u10210869,#lyricism,"'""",-1
CP,u88276686377,#waggish,"'The international express has arrived it’s time to jump on board and travel with us to Queens New Y""",-1
LP,u10210869,-P10105705749928203
LP,u10210869,-P10105705749928203
